categoryId:ID,code,icdVersion,title,:LABEL
icd_692_v9,692,9,Contact dermatitis and other eczema due to other specified agents,ICD_Category
icd_608_v9,608,9,Seminal vesiculitis,ICD_Category
icd_958_v9,958,9,Traumatic compartment syndrome of lower extremity,ICD_Category
icd_577_v9,577,9,Chronic pancreatitis,ICD_Category
icd_D32_v10,D32,10,Benign neoplasm of meninges,ICD_Category
icd_L97_v10,L97,10,"Non-pressure chronic ulcer of lower limb, not elsewhere classified",ICD_Category
icd_R48_v10,R48,10,"Dyslexia and other symbolic dysfunctions, not elsewhere classified",ICD_Category
icd_M86_v10,M86,10,Osteomyelitis,ICD_Category
icd_D50_v10,D50,10,Iron deficiency anemia,ICD_Category
icd_Z89_v10,Z89,10,Acquired absence of limb,ICD_Category
icd_M72_v10,M72,10,Fibroblastic disorders,ICD_Category
icd_T82_v10,T82,10,"Complications of cardiac and vascular prosthetic devices, implants and grafts",ICD_Category
icd_R22_v10,R22,10,"Localized swelling, mass and lump of skin and subcutaneous tissue",ICD_Category
icd_R20_v10,R20,10,Disturbances of skin sensation,ICD_Category
icd_731_v9,731,9,Osteitis deformans without mention of bone tumor,ICD_Category
icd_V18_v9,V18,9,Family history of other genitourinary diseases,ICD_Category
icd_S72_v10,S72,10,Fracture of femur,ICD_Category
icd_W01_v10,W01,10,"Fall on same level from slipping, tripping and stumbling",ICD_Category
icd_I33_v10,I33,10,Acute and subacute endocarditis,ICD_Category
icd_L85_v10,L85,10,Other epidermal thickening,ICD_Category
icd_K59_v10,K59,10,Other functional intestinal disorders,ICD_Category
icd_B35_v10,B35,10,Dermatophytosis,ICD_Category
icd_R50_v10,R50,10,Fever of other and unknown origin,ICD_Category
icd_A40_v10,A40,10,Streptococcal sepsis,ICD_Category
icd_R19_v10,R19,10,Other symptoms and signs involving the digestive system and abdomen,ICD_Category
icd_E83_v10,E83,10,Disorders of mineral metabolism,ICD_Category
icd_Y71_v10,Y71,10,Cardiovascular devices associated with adverse incidents,ICD_Category
icd_L28_v10,L28,10,Lichen simplex chronicus and prurigo,ICD_Category
icd_327_v9,327,9,Recurrent hypersomnia,ICD_Category
icd_574_v9,574,9,"Calculus of gallbladder without mention of cholecystitis, with obstruction",ICD_Category
icd_295_v9,295,9,"Disorganized type schizophrenia, chronic",ICD_Category
icd_296_v9,296,9,"Manic affective disorder, recurrent episode, severe, specified as with psychotic behavior",ICD_Category
icd_753_v9,753,9,Unspecified obstructive defect of renal pelvis and ureter,ICD_Category
icd_E91_v9,E91,9,Accidental drowning and submersion while water-skiing,ICD_Category
icd_933_v9,933,9,Foreign body in pharynx,ICD_Category
icd_241_v9,241,9,Unspecified nontoxic nodular goiter,ICD_Category
icd_155_v9,155,9,"Malignant neoplasm of liver, not specified as primary or secondary",ICD_Category
icd_704_v9,704,9,Hirsutism,ICD_Category
icd_C62_v10,C62,10,Malignant neoplasm of testis,ICD_Category
icd_F32_v10,F32,10,"Major depressive disorder, single episode",ICD_Category
icd_H40_v10,H40,10,Glaucoma,ICD_Category
icd_C91_v10,C91,10,Lymphoid leukemia,ICD_Category
icd_B34_v10,B34,10,Viral infection of unspecified site,ICD_Category
icd_Z98_v10,Z98,10,Other postprocedural states,ICD_Category
icd_I11_v10,I11,10,Hypertensive heart disease,ICD_Category
icd_F25_v10,F25,10,Schizoaffective disorders,ICD_Category
icd_I31_v10,I31,10,Other diseases of pericardium,ICD_Category
icd_J20_v10,J20,10,Acute bronchitis,ICD_Category
icd_E22_v10,E22,10,Hyperfunction of pituitary gland,ICD_Category
icd_I69_v10,I69,10,Sequelae of cerebrovascular disease,ICD_Category
icd_B37_v10,B37,10,Candidiasis,ICD_Category
icd_F44_v10,F44,10,Dissociative and conversion disorders,ICD_Category
icd_T50_v10,T50,10,"Poisoning by, adverse effect of and underdosing of diuretics and other and unspecified drugs, medicaments and biological substances",ICD_Category
icd_Z90_v10,Z90,10,"Acquired absence of organs, not elsewhere classified",ICD_Category
icd_M19_v10,M19,10,Other and unspecified osteoarthritis,ICD_Category
icd_M10_v10,M10,10,Gout,ICD_Category
icd_M53_v10,M53,10,"Other and unspecified dorsopathies, not elsewhere classified",ICD_Category
icd_R51_v10,R51,10,Headache,ICD_Category
icd_R56_v10,R56,10,"Convulsions, not elsewhere classified",ICD_Category
icd_R61_v10,R61,10,Generalized hyperhidrosis,ICD_Category
icd_R63_v10,R63,10,Symptoms and signs concerning food and fluid intake,ICD_Category
icd_F09_v10,F09,10,Unspecified mental disorder due to known physiological condition,ICD_Category
icd_I49_v10,I49,10,Other cardiac arrhythmias,ICD_Category
icd_L29_v10,L29,10,Pruritus,ICD_Category
icd_H53_v10,H53,10,Visual disturbances,ICD_Category
icd_H81_v10,H81,10,Disorders of vestibular function,ICD_Category
icd_F05_v10,F05,10,Delirium due to known physiological condition,ICD_Category
icd_M16_v10,M16,10,Osteoarthritis of hip,ICD_Category
icd_R79_v10,R79,10,Other abnormal findings of blood chemistry,ICD_Category
icd_N14_v10,N14,10,Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions,ICD_Category
icd_K28_v10,K28,10,Gastrojejunal ulcer,ICD_Category
icd_R53_v10,R53,10,Malaise and fatigue,ICD_Category
icd_K95_v10,K95,10,Complications of bariatric procedures,ICD_Category
icd_F33_v10,F33,10,"Major depressive disorder, recurrent",ICD_Category
icd_T40_v10,T40,10,"Poisoning by, adverse effect of and underdosing of narcotics and psychodysleptics [hallucinogens]",ICD_Category
icd_M70_v10,M70,10,"Soft tissue disorders related to use, overuse and pressure",ICD_Category
icd_F03_v10,F03,10,Unspecified dementia,ICD_Category
icd_K63_v10,K63,10,Other diseases of intestine,ICD_Category
icd_K62_v10,K62,10,Other diseases of anus and rectum,ICD_Category
icd_G62_v10,G62,10,Other and unspecified polyneuropathies,ICD_Category
icd_E08_v10,E08,10,Diabetes mellitus due to underlying condition,ICD_Category
icd_G81_v10,G81,10,Hemiplegia and hemiparesis,ICD_Category
icd_R60_v10,R60,10,"Edema, not elsewhere classified",ICD_Category
icd_M71_v10,M71,10,Other bursopathies,ICD_Category
icd_G31_v10,G31,10,"Other degenerative diseases of nervous system, not elsewhere classified",ICD_Category
icd_M94_v10,M94,10,Other disorders of cartilage,ICD_Category
icd_E46_v10,E46,10,Unspecified protein-calorie malnutrition,ICD_Category
icd_K85_v10,K85,10,Acute pancreatitis,ICD_Category
icd_E51_v10,E51,10,Thiamine deficiency,ICD_Category
icd_R64_v10,R64,10,Cachexia,ICD_Category
icd_Y82_v10,Y82,10,Other and unspecified medical devices associated with adverse incidents,ICD_Category
icd_E59_v10,E59,10,Dietary selenium deficiency,ICD_Category
icd_R34_v10,R34,10,Anuria and oliguria,ICD_Category
icd_D12_v10,D12,10,"Benign neoplasm of colon, rectum, anus and anal canal",ICD_Category
icd_D61_v10,D61,10,Other aplastic anemias and other bone marrow failure syndromes,ICD_Category
icd_J69_v10,J69,10,Pneumonitis due to solids and liquids,ICD_Category
icd_K57_v10,K57,10,Diverticular disease of intestine,ICD_Category
icd_I51_v10,I51,10,Complications and ill-defined descriptions of heart disease,ICD_Category
icd_R68_v10,R68,10,Other general symptoms and signs,ICD_Category
icd_E60_v10,E60,10,Dietary zinc deficiency,ICD_Category
icd_265_v9,265,9,Other and unspecified manifestations of thiamine deficiency,ICD_Category
icd_K92_v10,K92,10,Other diseases of digestive system,ICD_Category
icd_S00_v10,S00,10,Superficial injury of head,ICD_Category
icd_W10_v10,W10,10,Fall on and from stairs and steps,ICD_Category
icd_S20_v10,S20,10,Superficial injury of thorax,ICD_Category
icd_S40_v10,S40,10,Superficial injury of shoulder and upper arm,ICD_Category
icd_S80_v10,S80,10,Superficial injury of knee and lower leg,ICD_Category
icd_T47_v10,T47,10,"Poisoning by, adverse effect of and underdosing of agents primarily affecting the gastrointestinal system",ICD_Category
icd_D53_v10,D53,10,Other nutritional anemias,ICD_Category
icd_R30_v10,R30,10,Pain associated with micturition,ICD_Category
icd_K86_v10,K86,10,Other diseases of pancreas,ICD_Category
icd_N28_v10,N28,10,"Other disorders of kidney and ureter, not elsewhere classified",ICD_Category
icd_V08_v9,V08,9,Asymptomatic human immunodeficiency virus [HIV] infection status,ICD_Category
icd_V46_v9,V46,9,Encounter for weaning from respirator [ventilator],ICD_Category
icd_298_v9,298,9,Depressive type psychosis,ICD_Category
icd_726_v9,726,9,"Disorders of bursae and tendons in shoulder region, unspecified",ICD_Category
icd_K35_v10,K35,10,Acute appendicitis,ICD_Category
icd_Z80_v10,Z80,10,Family history of primary malignant neoplasm,ICD_Category
icd_C02_v10,C02,10,Malignant neoplasm of other and unspecified parts of tongue,ICD_Category
icd_627_v9,627,9,Unspecified menopausal and postmenopausal disorder,ICD_Category
icd_616_v9,616,9,"Other inflammatory disease of cervix, vagina and vulva",ICD_Category
icd_141_v9,141,9,Malignant neoplasm of base of tongue,ICD_Category
icd_962_v9,962,9,Poisoning by thyroid and thyroid derivatives,ICD_Category
icd_E85_v9,E85,9,Accidental poisoning by parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics,ICD_Category
icd_487_v9,487,9,Influenza with pneumonia,ICD_Category
icd_999_v9,999,9,Abo incompatibility reaction,ICD_Category
icd_385_v9,385,9,"Tympanosclerosis involving tympanic membrane, ear ossicles, and middle ear",ICD_Category
icd_380_v9,380,9,Acquired stenosis of external ear canal secondary to surgery,ICD_Category
icd_924_v9,924,9,Contusion of lower leg,ICD_Category
icd_238_v9,238,9,Post-transplant lymphoproliferative disorder (PTLD),ICD_Category
icd_466_v9,466,9,Acute bronchiolitis due to respiratory syncytial virus (RSV),ICD_Category
icd_494_v9,494,9,Bronchiectasis without acute exacerbation,ICD_Category
icd_D89_v10,D89,10,"Other disorders involving the immune mechanism, not elsewhere classified",ICD_Category
icd_B59_v10,B59,10,Pneumocystosis,ICD_Category
icd_H11_v10,H11,10,Other disorders of conjunctiva,ICD_Category
icd_Z94_v10,Z94,10,Transplanted organ and tissue status,ICD_Category
icd_R04_v10,R04,10,Hemorrhage from respiratory passages,ICD_Category
icd_Z78_v10,Z78,10,Other specified health status,ICD_Category
icd_D70_v10,D70,10,Neutropenia,ICD_Category
icd_B44_v10,B44,10,Aspergillosis,ICD_Category
icd_C92_v10,C92,10,Myeloid leukemia,ICD_Category
icd_284_v9,284,9,Pancytopenia,ICD_Category
icd_484_v9,484,9,Pneumonia in whooping cough,ICD_Category
icd_117_v9,117,9,Aspergillosis,ICD_Category
icd_205_v9,205,9,"Chronic myeloid leukemia, in remission",ICD_Category
icd_480_v9,480,9,Pneumonia due to SARS-associated coronavirus,ICD_Category
icd_573_v9,573,9,Hepatitis in viral diseases classified elsewhere,ICD_Category
icd_611_v9,611,9,Breast disorders nec,ICD_Category
icd_339_v9,339,9,"Post-traumatic headache, unspecified",ICD_Category
icd_V42_v9,V42,9,Bone marrow replaced by transplant,ICD_Category
icd_T36_v10,T36,10,"Poisoning by, adverse effect of and underdosing of systemic antibiotics",ICD_Category
icd_G44_v10,G44,10,Other headache syndromes,ICD_Category
icd_Z20_v10,Z20,10,Contact with and (suspected) exposure to communicable diseases,ICD_Category
icd_K52_v10,K52,10,Other and unspecified noninfective gastroenteritis and colitis,ICD_Category
icd_175_v9,175,9,Malignant neoplasm of nipple and areola of male breast,ICD_Category
icd_233_v9,233,9,Carcinoma in situ of other and unspecified male genital organs,ICD_Category
icd_V86_v9,V86,9,Estrogen receptor positive status [ER+],ICD_Category
icd_515_v9,515,9,Postinflammatory pulmonary fibrosis,ICD_Category
icd_916_v9,916,9,"Insect bite, nonvenomous, of hip, thigh, leg, and ankle, without mention of infection",ICD_Category
icd_516_v9,516,9,Acute interstitial pneumonitis,ICD_Category
icd_844_v9,844,9,"Sprain of tibiofibular (joint) (ligament) superior, of knee",ICD_Category
icd_394_v9,394,9,Mitral stenosis,ICD_Category
icd_V88_v9,V88,9,Acquired absence of hip joint,ICD_Category
icd_I73_v10,I73,10,Other peripheral vascular diseases,ICD_Category
icd_N31_v10,N31,10,"Neuromuscular dysfunction of bladder, not elsewhere classified",ICD_Category
icd_C73_v10,C73,10,Malignant neoplasm of thyroid gland,ICD_Category
icd_558_v9,558,9,Allergic gastroenteritis and colitis,ICD_Category
icd_733_v9,733,9,Other bone cyst,ICD_Category
icd_596_v9,596,9,Mechanical complication of cystostomy,ICD_Category
icd_J39_v10,J39,10,Other diseases of upper respiratory tract,ICD_Category
icd_K80_v10,K80,10,Cholelithiasis,ICD_Category
icd_E04_v10,E04,10,Other nontoxic goiter,ICD_Category
icd_E05_v10,E05,10,Thyrotoxicosis [hyperthyroidism],ICD_Category
icd_N40_v10,N40,10,Benign prostatic hyperplasia,ICD_Category
icd_H35_v10,H35,10,Other retinal disorders,ICD_Category
icd_Q64_v10,Q64,10,Other congenital malformations of urinary system,ICD_Category
icd_T37_v10,T37,10,"Poisoning by, adverse effect of and underdosing of other systemic anti-infectives and antiparasitics",ICD_Category
icd_I72_v10,I72,10,Other aneurysm,ICD_Category
icd_L72_v10,L72,10,Follicular cysts of skin and subcutaneous tissue,ICD_Category
icd_R39_v10,R39,10,Other and unspecified symptoms and signs involving the genitourinary system,ICD_Category
icd_C94_v10,C94,10,Other leukemias of specified cell type,ICD_Category
icd_C95_v10,C95,10,Leukemia of unspecified cell type,ICD_Category
icd_R82_v10,R82,10,Other and unspecified abnormal findings in urine,ICD_Category
icd_D59_v10,D59,10,Acquired hemolytic anemia,ICD_Category
icd_D46_v10,D46,10,Myelodysplastic syndromes,ICD_Category
icd_E79_v10,E79,10,Disorders of purine and pyrimidine metabolism,ICD_Category
icd_620_v9,620,9,Follicular cyst of ovary,ICD_Category
icd_492_v9,492,9,Emphysematous bleb,ICD_Category
icd_M35_v10,M35,10,Other systemic involvement of connective tissue,ICD_Category
icd_D73_v10,D73,10,Diseases of spleen,ICD_Category
icd_R16_v10,R16,10,"Hepatomegaly and splenomegaly, not elsewhere classified",ICD_Category
icd_J60_v10,J60,10,Coalworker's pneumoconiosis,ICD_Category
icd_B00_v10,B00,10,Herpesviral [herpes simplex] infections,ICD_Category
icd_Z16_v10,Z16,10,Resistance to antimicrobial drugs,ICD_Category
icd_L27_v10,L27,10,Dermatitis due to substances taken internally,ICD_Category
icd_I63_v10,I63,10,Cerebral infarction,ICD_Category
icd_R26_v10,R26,10,Abnormalities of gait and mobility,ICD_Category
icd_D72_v10,D72,10,Other disorders of white blood cells,ICD_Category
icd_F30_v10,F30,10,Manic episode,ICD_Category
icd_R12_v10,R12,10,Heartburn,ICD_Category
icd_R13_v10,R13,10,Aphagia and dysphagia,ICD_Category
icd_C34_v10,C34,10,Malignant neoplasm of bronchus and lung,ICD_Category
icd_157_v9,157,9,Malignant neoplasm of pancreatic duct,ICD_Category
icd_447_v9,447,9,Thoracoabdominal aortic ectasia,ICD_Category
icd_C21_v10,C21,10,Malignant neoplasm of anus and anal canal,ICD_Category
icd_T83_v10,T83,10,"Complications of genitourinary prosthetic devices, implants and grafts",ICD_Category
icd_C78_v10,C78,10,Secondary malignant neoplasm of respiratory and digestive organs,ICD_Category
icd_Z43_v10,Z43,10,Encounter for attention to artificial openings,ICD_Category
icd_Q62_v10,Q62,10,Congenital obstructive defects of renal pelvis and congenital malformations of ureter,ICD_Category
icd_N12_v10,N12,10,"Tubulo-interstitial nephritis, not specified as acute or chronic",ICD_Category
icd_816_v9,816,9,"Closed fracture of phalanx or phalanges of hand, unspecified",ICD_Category
icd_453_v9,453,9,Other venous embolism and thrombosis of renal vein,ICD_Category
icd_T43_v10,T43,10,"Poisoning by, adverse effect of and underdosing of psychotropic drugs, not elsewhere classified",ICD_Category
icd_I42_v10,I42,10,Cardiomyopathy,ICD_Category
icd_F20_v10,F20,10,Schizophrenia,ICD_Category
icd_I07_v10,I07,10,Rheumatic tricuspid valve diseases,ICD_Category
icd_R11_v10,R11,10,Nausea and vomiting,ICD_Category
icd_V53_v9,V53,9,Fitting and adjustment of neuropacemaker (brain) (peripheral nerve) (spinal cord),ICD_Category
icd_404_v9,404,9,"Hypertensive heart and chronic kidney disease, unspecified, without heart failure and with chronic kidney disease stage I through stage IV, or unspecified",ICD_Category
icd_397_v9,397,9,Rheumatic diseases of pulmonary valve,ICD_Category
icd_E80_v10,E80,10,Disorders of porphyrin and bilirubin metabolism,ICD_Category
icd_I36_v10,I36,10,Nonrheumatic tricuspid valve disorders,ICD_Category
icd_923_v9,923,9,Contusion of elbow,ICD_Category
icd_E90_v9,E90,9,"Sting of hornets, wasps, and bees causing poisoning and toxic reactions",ICD_Category
icd_174_v9,174,9,Malignant neoplasm of nipple and areola of female breast,ICD_Category
icd_L05_v10,L05,10,Pilonidal cyst and sinus,ICD_Category
icd_G92_v10,G92,10,Toxic encephalopathy,ICD_Category
icd_433_v9,433,9,Occlusion and stenosis of carotid artery without mention of cerebral infarction,ICD_Category
icd_434_v9,434,9,"Cerebral artery occlusion, unspecified without mention of cerebral infarction",ICD_Category
icd_820_v9,820,9,Closed fracture of epiphysis (separation) (upper) of neck of femur,ICD_Category
icd_V09_v9,V09,9,Infection with microorganisms without mention of resistance to multiple quinolones and fluroquinolones,ICD_Category
icd_555_v9,555,9,Regional enteritis of small intestine,ICD_Category
icd_S82_v10,S82,10,"Fracture of lower leg, including ankle",ICD_Category
icd_H54_v10,H54,10,Blindness and low vision,ICD_Category
icd_R21_v10,R21,10,Rash and other nonspecific skin eruption,ICD_Category
icd_I70_v10,I70,10,Atherosclerosis,ICD_Category
icd_L89_v10,L89,10,Pressure ulcer,ICD_Category
icd_R15_v10,R15,10,Fecal incontinence,ICD_Category
icd_H34_v10,H34,10,Retinal vascular occlusions,ICD_Category
icd_G43_v10,G43,10,Migraine,ICD_Category
icd_R91_v10,R91,10,Abnormal findings on diagnostic imaging of lung,ICD_Category
icd_E27_v10,E27,10,Other disorders of adrenal gland,ICD_Category
icd_W20_v10,W20,10,"Struck by thrown, projected or falling object",ICD_Category
icd_S90_v10,S90,10,"Superficial injury of ankle, foot and toes",ICD_Category
icd_I77_v10,I77,10,Other disorders of arteries and arterioles,ICD_Category
icd_V01_v9,V01,9,Contact with or exposure to other viral diseases,ICD_Category
icd_T46_v10,T46,10,"Poisoning by, adverse effect of and underdosing of agents primarily affecting the cardiovascular system",ICD_Category
icd_301_v9,301,9,Other histrionic personality disorder,ICD_Category
icd_G12_v10,G12,10,Spinal muscular atrophy and related syndromes,ICD_Category
icd_N10_v10,N10,10,Acute pyelonephritis,ICD_Category
icd_Z46_v10,Z46,10,Encounter for fitting and adjustment of other devices,ICD_Category
icd_I65_v10,I65,10,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",ICD_Category
icd_201_v9,201,9,"Hodgkin's disease, lymphocytic-histiocytic predominance, lymph nodes of multiple sites",ICD_Category
icd_396_v9,396,9,Mitral valve stenosis and aortic valve insufficiency,ICD_Category
icd_F28_v10,F28,10,Other psychotic disorder not due to a substance or known physiological condition,ICD_Category
icd_F31_v10,F31,10,Bipolar disorder,ICD_Category
icd_K04_v10,K04,10,Diseases of pulp and periapical tissues,ICD_Category
icd_F50_v10,F50,10,Eating disorders,ICD_Category
icd_F51_v10,F51,10,Sleep disorders not due to a substance or known physiological condition,ICD_Category
icd_F12_v10,F12,10,Cannabis related disorders,ICD_Category
icd_T42_v10,T42,10,"Poisoning by, adverse effect of and underdosing of antiepileptic, sedative- hypnotic and antiparkinsonism drugs",ICD_Category
icd_R49_v10,R49,10,Voice and resonance disorders,ICD_Category
icd_I45_v10,I45,10,Other conduction disorders,ICD_Category
icd_F60_v10,F60,10,Specific personality disorders,ICD_Category
icd_J30_v10,J30,10,Vasomotor and allergic rhinitis,ICD_Category
icd_L57_v10,L57,10,Skin changes due to chronic exposure to nonionizing radiation,ICD_Category
icd_L40_v10,L40,10,Psoriasis,ICD_Category
icd_M81_v10,M81,10,Osteoporosis without current pathological fracture,ICD_Category
icd_H26_v10,H26,10,Other cataract,ICD_Category
icd_H61_v10,H61,10,Other disorders of external ear,ICD_Category
icd_S42_v10,S42,10,Fracture of shoulder and upper arm,ICD_Category
icd_R45_v10,R45,10,Symptoms and signs involving emotional state,ICD_Category
icd_B20_v10,B20,10,Human immunodeficiency virus [HIV] disease,ICD_Category
icd_S09_v10,S09,10,Other and unspecified injuries of head,ICD_Category
icd_E16_v10,E16,10,Other disorders of pancreatic internal secretion,ICD_Category
icd_V62_v9,V62,9,Homicidal ideation,ICD_Category
icd_355_v9,355,9,"Mononeuritis of lower limb, unspecified",ICD_Category
icd_V60_v9,V60,9,Holiday relief care,ICD_Category
icd_F14_v10,F14,10,Cocaine related disorders,ICD_Category
icd_F19_v10,F19,10,Other psychoactive substance related disorders,ICD_Category
icd_292_v9,292,9,Drug-induced persisting dementia,ICD_Category
icd_625_v9,625,9,Premenstrual tension syndromes,ICD_Category
icd_379_v9,379,9,Congenital nystagmus,ICD_Category
icd_251_v9,251,9,Hypoglycemic coma,ICD_Category
icd_F29_v10,F29,10,Unspecified psychosis not due to a substance or known physiological condition,ICD_Category
icd_Z21_v10,Z21,10,Asymptomatic human immunodeficiency virus [HIV] infection status,ICD_Category
icd_F11_v10,F11,10,Opioid related disorders,ICD_Category
icd_249_v9,249,9,"Secondary diabetes mellitus with other coma, uncontrolled",ICD_Category
icd_693_v9,693,9,Dermatitis due to other specified substances taken internally,ICD_Category
icd_V49_v10,V49,10,Car occupant injured in other and unspecified transport accidents,ICD_Category
icd_M40_v10,M40,10,Kyphosis and lordosis,ICD_Category
icd_V27_v10,V27,10,Motorcycle rider injured in collision with fixed or stationary object,ICD_Category
icd_S27_v10,S27,10,Injury of other and unspecified intrathoracic organs,ICD_Category
icd_S12_v10,S12,10,Fracture of cervical vertebra and other parts of neck,ICD_Category
icd_S24_v10,S24,10,Injury of nerves and spinal cord at thorax level,ICD_Category
icd_S32_v10,S32,10,Fracture of lumbar spine and pelvis,ICD_Category
icd_V86_v10,V86,10,"Occupant of special all-terrain or other off-road motor vehicle, injured in transport accident",ICD_Category
icd_710_v9,710,9,Dermatomyositis,ICD_Category
icd_S79_v10,S79,10,Other and unspecified injuries of hip and thigh,ICD_Category
icd_H04_v10,H04,10,Disorders of lacrimal system,ICD_Category
icd_M50_v10,M50,10,Cervical disc disorders,ICD_Category
icd_S49_v10,S49,10,Other and unspecified injuries of shoulder and upper arm,ICD_Category
icd_M80_v10,M80,10,Osteoporosis with current pathological fracture,ICD_Category
icd_246_v9,246,9,Unspecified disorder of thyroid,ICD_Category
icd_473_v9,473,9,Chronic maxillary sinusitis,ICD_Category
icd_580_v9,580,9,Acute glomerulonephritis with lesion of rapidly progressive glomerulonephritis,ICD_Category
icd_582_v9,582,9,Chronic glomerulonephritis with lesion of proliferative glomerulonephritis,ICD_Category
icd_342_v9,342,9,Other specified hemiplegia and hemiparesis affecting nondominant side,ICD_Category
icd_312_v9,312,9,"Undersocialized conduct disorder, unaggressive type, unspecified",ICD_Category
