diagnosisId:ID,icdCode,icdVersion,icdTitle,:LABEL
d_D638_10,D638,10,Anemia in other chronic diseases classified elsewhere,Diagnosis
d_K7200_10,K7200,10,Acute and subacute hepatic failure without coma,Diagnosis
d_E43_10,E43,10,Unspecified severe protein-calorie malnutrition,Diagnosis
d_K659_10,K659,10,"Peritonitis, unspecified",Diagnosis
d_N390_10,N390,10,"Urinary tract infection, site not specified",Diagnosis
d_K767_10,K767,10,Hepatorenal syndrome,Diagnosis
d_I25118_10,I25118,10,Atherosclerotic heart disease of native coronary artery with other forms of angina pectoris,Diagnosis
d_Z794_10,Z794,10,Long term (current) use of insulin,Diagnosis
d_I129_10,I129,10,"Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",Diagnosis
d_K7469_10,K7469,10,Other cirrhosis of liver,Diagnosis
d_D684_10,D684,10,Acquired coagulation factor deficiency,Diagnosis
d_J95851_10,J95851,10,Ventilator associated pneumonia,Diagnosis
d_E872_10,E872,10,Acidosis,Diagnosis
d_K766_10,K766,10,Portal hypertension,Diagnosis
d_T8119XA_10,T8119XA,10,"Other postprocedural shock, initial encounter",Diagnosis
d_K567_10,K567,10,"Ileus, unspecified",Diagnosis
d_B9689_10,B9689,10,Other specified bacterial agents as the cause of diseases classified elsewhere,Diagnosis
d_N183_10,N183,10,"Chronic kidney disease, stage 3 (moderate)",Diagnosis
d_57512_9,57512,9,Acute and chronic cholecystitis,Diagnosis
d_V8535_9,V8535,9,"Body Mass Index 35.0-35.9, adult",Diagnosis
d_42789_9,42789,9,Other specified cardiac dysrhythmias,Diagnosis
d_1560_9,1560,9,Malignant neoplasm of gallbladder,Diagnosis
d_1978_9,1978,9,Secondary malignant neoplasm of other digestive organs and spleen,Diagnosis
d_75169_9,75169,9,"Other anomalies of gallbladder, bile ducts, and liver",Diagnosis
d_570_9,570,9,Acute and subacute necrosis of liver,Diagnosis
d_29900_9,29900,9,"Autistic disorder, current or active state",Diagnosis
d_58389_9,58389,9,"Nephritis and nephropathy, not specified as acute or chronic, with other specified pathological lesion in kidney",Diagnosis
d_5761_9,5761,9,Cholangitis,Diagnosis
d_V1253_9,V1253,9,Personal history of sudden cardiac arrest,Diagnosis
d_7906_9,7906,9,Other abnormal blood chemistry,Diagnosis
d_03842_9,03842,9,Septicemia due to escherichia coli [E. coli],Diagnosis
d_42821_9,42821,9,Acute systolic heart failure,Diagnosis
d_79029_9,79029,9,Other abnormal glucose,Diagnosis
d_28749_9,28749,9,Other secondary thrombocytopenia,Diagnosis
d_78551_9,78551,9,Cardiogenic shock,Diagnosis
d_5939_9,5939,9,Unspecified disorder of kidney and ureter,Diagnosis
d_4280_9,4280,9,"Congestive heart failure, unspecified",Diagnosis
d_2930_9,2930,9,Delirium due to conditions classified elsewhere,Diagnosis
d_9086_9,9086,9,Late effect of certain complications of trauma,Diagnosis
d_07032_9,07032,9,Chronic viral hepatitis B without mention of hepatic coma without mention of hepatitis delta,Diagnosis
d_34550_9,34550,9,"Localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, without mention of intractable epilepsy",Diagnosis
d_30981_9,30981,9,Posttraumatic stress disorder,Diagnosis
d_E9290_9,E9290,9,Late effects of motor vehicle accident,Diagnosis
d_4238_9,4238,9,Other specified diseases of pericardium,Diagnosis
d_7295_9,7295,9,Pain in limb,Diagnosis
d_41189_9,41189,9,"Other acute and subacute forms of ischemic heart disease, other",Diagnosis
d_41519_9,41519,9,Other pulmonary embolism and infarction,Diagnosis
d_496_9,496,9,"Chronic airway obstruction, not elsewhere classified",Diagnosis
d_07070_9,07070,9,Unspecified viral hepatitis C without hepatic coma,Diagnosis
d_1629_9,1629,9,"Malignant neoplasm of bronchus and lung, unspecified",Diagnosis
d_1971_9,1971,9,Secondary malignant neoplasm of mediastinum,Diagnosis
d_80702_9,80702,9,Closed fracture of two ribs,Diagnosis
d_34590_9,34590,9,"Epilepsy, unspecified, without mention of intractable epilepsy",Diagnosis
d_E8881_9,E8881,9,Fall resulting in striking against other object,Diagnosis
d_49121_9,49121,9,Obstructive chronic bronchitis with (acute) exacerbation,Diagnosis
d_2767_9,2767,9,Hyperpotassemia,Diagnosis
d_I97131_10,I97131,10,Postprocedural heart failure following other surgery,Diagnosis
d_I9752_10,I9752,10,Accidental puncture and laceration of a circulatory system organ or structure during other procedure,Diagnosis
d_J942_10,J942,10,Hemothorax,Diagnosis
d_I5031_10,I5031,10,Acute diastolic (congestive) heart failure,Diagnosis
d_Z853_10,Z853,10,Personal history of malignant neoplasm of breast,Diagnosis
d_G936_10,G936,10,Cerebral edema,Diagnosis
d_I97618_10,I97618,10,Postprocedural hemorrhage of a circulatory system organ or structure following other circulatory system procedure,Diagnosis
d_R4701_10,R4701,10,Aphasia,Diagnosis
d_R079_10,R079,10,"Chest pain, unspecified",Diagnosis
d_I9581_10,I9581,10,Postprocedural hypotension,Diagnosis
d_Y834_10,Y834,10,"Other reconstructive surgery as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",Diagnosis
d_W1830XA_10,W1830XA,10,"Fall on same level, unspecified, initial encounter",Diagnosis
d_Y92512_10,Y92512,10,"Supermarket, store or market as the place of occurrence of the external cause",Diagnosis
d_M4854XA_10,M4854XA,10,"Collapsed vertebra, not elsewhere classified, thoracic region, initial encounter for fracture",Diagnosis
d_S2242XA_10,S2242XA,10,"Multiple fractures of ribs, left side, initial encounter for closed fracture",Diagnosis
d_E876_10,E876,10,Hypokalemia,Diagnosis
d_R55_10,R55,10,Syncope and collapse,Diagnosis
d_56981_9,56981,9,"Fistula of intestine, excluding rectum and anus",Diagnosis
d_42769_9,42769,9,Other premature beats,Diagnosis
d_29420_9,29420,9,"Dementia, unspecified, without behavioral disturbance",Diagnosis
d_9986_9,9986,9,Persistent postoperative fistula,Diagnosis
d_42842_9,42842,9,Chronic combined systolic and diastolic heart failure,Diagnosis
d_56722_9,56722,9,Peritoneal abscess,Diagnosis
d_5579_9,5579,9,Unspecified vascular insufficiency of intestine,Diagnosis
d_42833_9,42833,9,Acute on chronic diastolic heart failure,Diagnosis
d_V4572_9,V4572,9,Acquired absence of intestine (large) (small),Diagnosis
d_4380_9,4380,9,"Late effects of cerebrovascular disease, cognitive deficits",Diagnosis
d_99830_9,99830,9,"Disruption of wound, unspecified",Diagnosis
d_53012_9,53012,9,Acute esophagitis,Diagnosis
d_V552_9,V552,9,Attention to ileostomy,Diagnosis
d_V5832_9,V5832,9,Encounter for removal of sutures,Diagnosis
d_2800_9,2800,9,Iron deficiency anemia secondary to blood loss (chronic),Diagnosis
d_53290_9,53290,9,"Duodenal ulcer, unspecified as acute or chronic, without hemorrhage or perforation, without mention of obstruction",Diagnosis
d_7850_9,7850,9,"Tachycardia, unspecified",Diagnosis
d_53190_9,53190,9,"Gastric ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, without mention of obstruction",Diagnosis
d_55329_9,55329,9,Other ventral hernia without mention of obstruction or gangrene,Diagnosis
d_5570_9,5570,9,Acute vascular insufficiency of intestine,Diagnosis
d_514_9,514,9,Pulmonary congestion and hypostasis,Diagnosis
d_78838_9,78838,9,Overflow incontinence,Diagnosis
d_78552_9,78552,9,Septic shock,Diagnosis
d_3898_9,3898,9,Other specified forms of hearing loss,Diagnosis
d_85201_9,85201,9,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness",Diagnosis
d_412_9,412,9,Old myocardial infarction,Diagnosis
d_81342_9,81342,9,Other closed fractures of distal end of radius (alone),Diagnosis
d_5853_9,5853,9,"Chronic kidney disease, Stage III (moderate)",Diagnosis
d_2819_9,2819,9,Unspecified deficiency anemia,Diagnosis
d_V4502_9,V4502,9,Automatic implantable cardiac defibrillator in situ,Diagnosis
d_30501_9,30501,9,"Alcohol abuse, continuous",Diagnosis
d_3682_9,3682,9,Diplopia,Diagnosis
d_42822_9,42822,9,Chronic systolic heart failure,Diagnosis
d_78729_9,78729,9,Other dysphagia,Diagnosis
d_78900_9,78900,9,"Abdominal pain, unspecified site",Diagnosis
d_587_9,587,9,"Renal sclerosis, unspecified",Diagnosis
d_V4512_9,V4512,9,Noncompliance with renal dialysis,Diagnosis
d_30393_9,30393,9,"Other and unspecified alcohol dependence, in remission",Diagnosis
d_V4511_9,V4511,9,Renal dialysis status,Diagnosis
d_5781_9,5781,9,Blood in stool,Diagnosis
d_28521_9,28521,9,Anemia in chronic kidney disease,Diagnosis
d_5856_9,5856,9,End stage renal disease,Diagnosis
d_V1581_9,V1581,9,"Personal history of noncompliance with medical treatment, presenting hazards to health",Diagnosis
d_79319_9,79319,9,Other nonspecific abnormal finding of lung field,Diagnosis
d_34839_9,34839,9,Other encephalopathy,Diagnosis
d_C7B8_10,C7B8,10,Other secondary neuroendocrine tumors,Diagnosis
d_Z9981_10,Z9981,10,Dependence on supplemental oxygen,Diagnosis
d_Z515_10,Z515,10,Encounter for palliative care,Diagnosis
d_J910_10,J910,10,Malignant pleural effusion,Diagnosis
d_E883_10,E883,10,Tumor lysis syndrome,Diagnosis
d_R410_10,R410,10,"Disorientation, unspecified",Diagnosis
d_N189_10,N189,10,"Chronic kidney disease, unspecified",Diagnosis
d_F4310_10,F4310,10,"Post-traumatic stress disorder, unspecified",Diagnosis
d_Z85048_10,Z85048,10,"Personal history of other malignant neoplasm of rectum, rectosigmoid junction, and anus",Diagnosis
d_C7A8_10,C7A8,10,Other malignant neuroendocrine tumors,Diagnosis
d_J9621_10,J9621,10,Acute and chronic respiratory failure with hypoxia,Diagnosis
d_N170_10,N170,10,Acute kidney failure with tubular necrosis,Diagnosis
d_42732_9,42732,9,Atrial flutter,Diagnosis
d_4400_9,4400,9,Atherosclerosis of aorta,Diagnosis
d_V153_9,V153,9,"Personal history of irradiation, presenting hazards to health",Diagnosis
d_V5863_9,V5863,9,Long-term (current) use of antiplatelet/antithrombotic,Diagnosis
d_V1006_9,V1006,9,"Personal history of malignant neoplasm of rectum, rectosigmoid junction, and anus",Diagnosis
d_04110_9,04110,9,"Staphylococcus infection in conditions classified elsewhere and of unspecified site, staphylococcus, unspecified",Diagnosis
d_V8531_9,V8531,9,"Body Mass Index 31.0-31.9, adult",Diagnosis
d_7847_9,7847,9,Epistaxis,Diagnosis
d_R310_10,R310,10,Gross hematuria,Diagnosis
d_Z86718_10,Z86718,10,Personal history of other venous thrombosis and embolism,Diagnosis
d_A047_10,A047,10,Enterocolitis due to Clostridium difficile,Diagnosis
d_X58XXXA_10,X58XXXA,10,"Exposure to other specified factors, initial encounter",Diagnosis
d_Y92239_10,Y92239,10,Unspecified place in hospital as the place of occurrence of the external cause,Diagnosis
d_I509_10,I509,10,"Heart failure, unspecified",Diagnosis
d_R570_10,R570,10,Cardiogenic shock,Diagnosis
d_E118_10,E118,10,Type 2 diabetes mellitus with unspecified complications,Diagnosis
d_S3730XA_10,S3730XA,10,"Unspecified injury of urethra, initial encounter",Diagnosis
d_T45515A_10,T45515A,10,"Adverse effect of anticoagulants, initial encounter",Diagnosis
d_I480_10,I480,10,Paroxysmal atrial fibrillation,Diagnosis
d_I252_10,I252,10,Old myocardial infarction,Diagnosis
d_K2960_10,K2960,10,Other gastritis without bleeding,Diagnosis
d_B9681_10,B9681,10,Helicobacter pylori [H. pylori] as the cause of diseases classified elsewhere,Diagnosis
d_R578_10,R578,10,Other shock,Diagnosis
d_5187_9,5187,9,Transfusion related acute lung injury (TRALI),Diagnosis
d_5723_9,5723,9,Portal hypertension,Diagnosis
d_V1001_9,V1001,9,Personal history of malignant neoplasm of tongue,Diagnosis
d_7885_9,7885,9,Oliguria and anuria,Diagnosis
d_25541_9,25541,9,Glucocorticoid deficiency,Diagnosis
d_27669_9,27669,9,Other fluid overload,Diagnosis
d_7824_9,7824,9,"Jaundice, unspecified, not of newborn",Diagnosis
d_4561_9,4561,9,Esophageal varices without mention of bleeding,Diagnosis
d_53789_9,53789,9,Other specified disorders of stomach and duodenum,Diagnosis
d_E9347_9,E9347,9,Natural blood and blood products causing adverse effects in therapeutic use,Diagnosis
d_7994_9,7994,9,Cachexia,Diagnosis
d_78606_9,78606,9,Tachypnea,Diagnosis
d_56723_9,56723,9,Spontaneous bacterial peritonitis,Diagnosis
d_5370_9,5370,9,Acquired hypertrophic pyloric stenosis,Diagnosis
d_V7283_9,V7283,9,Other specified pre-operative examination,Diagnosis
d_2869_9,2869,9,Other and unspecified coagulation defects,Diagnosis
d_V667_9,V667,9,Encounter for palliative care,Diagnosis
d_72889_9,72889,9,"Other disorders of muscle, ligament, and fascia",Diagnosis
d_5715_9,5715,9,Cirrhosis of liver without mention of alcohol,Diagnosis
d_99657_9,99657,9,Mechanical complication due to insulin pump,Diagnosis
d_7916_9,7916,9,Acetonuria,Diagnosis
d_E7800_10,E7800,10,"Pure hypercholesterolemia, unspecified",Diagnosis
d_E1165_10,E1165,10,Type 2 diabetes mellitus with hyperglycemia,Diagnosis
d_D869_10,D869,10,"Sarcoidosis, unspecified",Diagnosis
d_T85694A_10,T85694A,10,"Other mechanical complication of insulin pump, initial encounter",Diagnosis
d_J15211_10,J15211,10,Pneumonia due to Methicillin susceptible Staphylococcus aureus,Diagnosis
d_Z006_10,Z006,10,Encounter for examination for normal comparison and control in clinical research program,Diagnosis
d_J9601_10,J9601,10,Acute respiratory failure with hypoxia,Diagnosis
d_T383X6A_10,T383X6A,10,"Underdosing of insulin and oral hypoglycemic [antidiabetic] drugs, initial encounter",Diagnosis
d_E1010_10,E1010,10,Type 1 diabetes mellitus with ketoacidosis without coma,Diagnosis
d_3575_9,3575,9,Alcoholic polyneuropathy,Diagnosis
d_5989_9,5989,9,"Urethral stricture, unspecified",Diagnosis
d_03849_9,03849,9,Other septicemia due to gram-negative organisms,Diagnosis
d_51889_9,51889,9,"Other diseases of lung, not elsewhere classified",Diagnosis
d_3489_9,3489,9,Unspecified condition of brain,Diagnosis
d_7810_9,7810,9,Abnormal involuntary movements,Diagnosis
d_4168_9,4168,9,Other chronic pulmonary heart diseases,Diagnosis
d_75261_9,75261,9,Hypospadias,Diagnosis
d_34982_9,34982,9,Toxic encephalopathy,Diagnosis
d_20210_9,20210,9,"Mycosis fungoides, unspecified site, extranodal and solid organ sites",Diagnosis
d_1540_9,1540,9,Malignant neoplasm of rectosigmoid junction,Diagnosis
d_73010_9,73010,9,"Chronic osteomyelitis, site unspecified",Diagnosis
d_4820_9,4820,9,Pneumonia due to Klebsiella pneumoniae,Diagnosis
d_5789_9,5789,9,"Hemorrhage of gastrointestinal tract, unspecified",Diagnosis
d_V1255_9,V1255,9,Personal history of pulmonary embolism,Diagnosis
d_V441_9,V441,9,Gastrostomy status,Diagnosis
d_4373_9,4373,9,"Cerebral aneurysm, nonruptured",Diagnosis
d_79311_9,79311,9,Solitary pulmonary nodule,Diagnosis
d_78722_9,78722,9,"Dysphagia, oropharyngeal phase",Diagnosis
d_48242_9,48242,9,Methicillin resistant pneumonia due to Staphylococcus aureus,Diagnosis
d_V0481_9,V0481,9,Need for prophylactic vaccination and inoculation against influenza,Diagnosis
d_430_9,430,9,Subarachnoid hemorrhage,Diagnosis
d_1970_9,1970,9,Secondary malignant neoplasm of lung,Diagnosis
d_1987_9,1987,9,Secondary malignant neoplasm of adrenal gland,Diagnosis
d_1968_9,1968,9,Secondary and unspecified malignant neoplasm of lymph nodes of multiple sites,Diagnosis
d_70703_9,70703,9,"Pressure ulcer, lower back",Diagnosis
d_70722_9,70722,9,"Pressure ulcer, stage II",Diagnosis
d_1983_9,1983,9,Secondary malignant neoplasm of brain and spinal cord,Diagnosis
d_2853_9,2853,9,Antineoplastic chemotherapy induced anemia,Diagnosis
d_3383_9,3383,9,Neoplasm related pain (acute) (chronic),Diagnosis
d_70723_9,70723,9,"Pressure ulcer, stage III",Diagnosis
d_46400_9,46400,9,Acute laryngitis without mention of obstruction,Diagnosis
d_1980_9,1980,9,Secondary malignant neoplasm of kidney,Diagnosis
d_1985_9,1985,9,Secondary malignant neoplasm of bone and bone marrow,Diagnosis
d_78652_9,78652,9,Painful respiration,Diagnosis
d_1991_9,1991,9,Other malignant neoplasm without specification of site,Diagnosis
d_E9331_9,E9331,9,Antineoplastic and immunosuppressive drugs causing adverse effects in therapeutic use,Diagnosis
d_27542_9,27542,9,Hypercalcemia,Diagnosis
d_2752_9,2752,9,Disorders of magnesium metabolism,Diagnosis
d_4580_9,4580,9,Orthostatic hypotension,Diagnosis
d_79022_9,79022,9,Impaired glucose tolerance test (oral),Diagnosis
d_2753_9,2753,9,Disorders of phosphorus metabolism,Diagnosis
d_V1046_9,V1046,9,Personal history of malignant neoplasm of prostate,Diagnosis
d_V851_9,V851,9,"Body Mass Index between 19-24, adult",Diagnosis
d_42612_9,42612,9,Mobitz (type) II atrioventricular block,Diagnosis
d_7210_9,7210,9,Cervical spondylosis without myelopathy,Diagnosis
d_71594_9,71594,9,"Osteoarthrosis, unspecified whether generalized or localized, hand",Diagnosis
d_1625_9,1625,9,"Malignant neoplasm of lower lobe, bronchus or lung",Diagnosis
d_3659_9,3659,9,Unspecified glaucoma,Diagnosis
d_7213_9,7213,9,Lumbosacral spondylosis without myelopathy,Diagnosis
d_78442_9,78442,9,Dysphonia,Diagnosis
d_4370_9,4370,9,Cerebral atherosclerosis,Diagnosis
d_7224_9,7224,9,Degeneration of cervical intervertebral disc,Diagnosis
d_72252_9,72252,9,Degeneration of lumbar or lumbosacral intervertebral disc,Diagnosis
d_2662_9,2662,9,Other B-complex deficiencies,Diagnosis
d_E8781_9,E8781,9,"Surgical operation with implant of artificial internal device causing abnormal patient reaction, or later complication,without mention of misadventure at time of operation",Diagnosis
d_5119_9,5119,9,Unspecified pleural effusion,Diagnosis
d_2809_9,2809,9,"Iron deficiency anemia, unspecified",Diagnosis
d_V1011_9,V1011,9,Personal history of malignant neoplasm of bronchus and lung,Diagnosis
d_0417_9,0417,9,Pseudomonas infection in conditions classified elsewhere and of unspecified site,Diagnosis
d_59970_9,59970,9,"Hematuria, unspecified",Diagnosis
d_5920_9,5920,9,Calculus of kidney,Diagnosis
d_5693_9,5693,9,Hemorrhage of rectum and anus,Diagnosis
d_2763_9,2763,9,Alkalosis,Diagnosis
d_E9444_9,E9444,9,Other diuretics causing adverse effects in therapeutic use,Diagnosis
d_42823_9,42823,9,Acute on chronic systolic heart failure,Diagnosis
d_4148_9,4148,9,Other specified forms of chronic ischemic heart disease,Diagnosis
d_Z9911_10,Z9911,10,Dependence on respirator [ventilator] status,Diagnosis
d_E1122_10,E1122,10,Type 2 diabetes mellitus with diabetic chronic kidney disease,Diagnosis
d_G935_10,G935,10,Compression of brain,Diagnosis
d_Z9282_10,Z9282,10,Status post administration of tPA (rtPA) in a different facility within the last 24 hours prior to admission to current facility,Diagnosis
d_I130_10,I130,10,"Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",Diagnosis
d_W19XXXA_10,W19XXXA,10,"Unspecified fall, initial encounter",Diagnosis
d_R4020_10,R4020,10,Unspecified coma,Diagnosis
d_E870_10,E870,10,Hyperosmolality and hypernatremia,Diagnosis
d_B965_10,B965,10,Pseudomonas (aeruginosa) (mallei) (pseudomallei) as the cause of diseases classified elsewhere,Diagnosis
d_I714_10,I714,10,"Abdominal aortic aneurysm, without rupture",Diagnosis
d_Z95810_10,Z95810,10,Presence of automatic (implantable) cardiac defibrillator,Diagnosis
d_S06357A_10,S06357A,10,"Traumatic hemorrhage of left cerebrum with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter",Diagnosis
d_G40901_10,G40901,10,"Epilepsy, unspecified, not intractable, with status epilepticus",Diagnosis
d_I82612_10,I82612,10,Acute embolism and thrombosis of superficial veins of left upper extremity,Diagnosis
d_N200_10,N200,10,Calculus of kidney,Diagnosis
d_Y92009_10,Y92009,10,Unspecified place in unspecified non-institutional (private) residence as the place of occurrence of the external cause,Diagnosis
d_I5023_10,I5023,10,Acute on chronic systolic (congestive) heart failure,Diagnosis
d_S065X7A_10,S065X7A,10,"Traumatic subdural hemorrhage with loss of consciousness of any duration with death due to brain injury before regaining consciousness, initial encounter",Diagnosis
d_Z7682_10,Z7682,10,Awaiting organ transplant status,Diagnosis
d_N186_10,N186,10,End stage renal disease,Diagnosis
d_D631_10,D631,10,Anemia in chronic kidney disease,Diagnosis
d_Z992_10,Z992,10,Dependence on renal dialysis,Diagnosis
d_M25512_10,M25512,10,Pain in left shoulder,Diagnosis
d_M5489_10,M5489,10,Other dorsalgia,Diagnosis
d_Z79891_10,Z79891,10,Long term (current) use of opiate analgesic,Diagnosis
d_I350_10,I350,10,Nonrheumatic aortic (valve) stenosis,Diagnosis
d_G8929_10,G8929,10,Other chronic pain,Diagnosis
d_I340_10,I340,10,Nonrheumatic mitral (valve) insufficiency,Diagnosis
d_I248_10,I248,10,Other forms of acute ischemic heart disease,Diagnosis
d_R7881_10,R7881,10,Bacteremia,Diagnosis
d_R740_10,R740,10,Nonspecific elevation of levels of transaminase and lactic acid dehydrogenase [LDH],Diagnosis
d_I447_10,I447,10,"Left bundle-branch block, unspecified",Diagnosis
d_Z45018_10,Z45018,10,Encounter for adjustment and management of other part of cardiac pacemaker,Diagnosis
d_S2243XA_10,S2243XA,10,"Multiple fractures of ribs, bilateral, initial encounter for closed fracture",Diagnosis
d_I5033_10,I5033,10,Acute on chronic diastolic (congestive) heart failure,Diagnosis
d_I462_10,I462,10,Cardiac arrest due to underlying cardiac condition,Diagnosis
d_J9690_10,J9690,10,"Respiratory failure, unspecified, unspecified whether with hypoxia or hypercapnia",Diagnosis
d_M7981_10,M7981,10,Nontraumatic hematoma of soft tissue,Diagnosis
d_I080_10,I080,10,Rheumatic disorders of both mitral and aortic valves,Diagnosis
d_Y9289_10,Y9289,10,Other specified places as the place of occurrence of the external cause,Diagnosis
d_I132_10,I132,10,"Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease",Diagnosis
d_R339_10,R339,10,"Retention of urine, unspecified",Diagnosis
d_T17990A_10,T17990A,10,"Other foreign object in respiratory tract, part unspecified in causing asphyxiation, initial encounter",Diagnosis
d_K565_10,K565,10,Intestinal adhesions [bands] with obstruction (postinfection),Diagnosis
d_T814XXA_10,T814XXA,10,"Infection following a procedure, initial encounter",Diagnosis
d_M47817_10,M47817,10,"Spondylosis without myelopathy or radiculopathy, lumbosacral region",Diagnosis
d_M96831_10,M96831,10,Postprocedural hemorrhage of a musculoskeletal structure following other procedure,Diagnosis
d_L03311_10,L03311,10,Cellulitis of abdominal wall,Diagnosis
d_J952_10,J952,10,Acute pulmonary insufficiency following nonthoracic surgery,Diagnosis
d_K7031_10,K7031,10,Alcoholic cirrhosis of liver with ascites,Diagnosis
d_Z6823_10,Z6823,10,"Body mass index (BMI) 23.0-23.9, adult",Diagnosis
d_Z720_10,Z720,10,Tobacco use,Diagnosis
d_K7290_10,K7290,10,"Hepatic failure, unspecified without coma",Diagnosis
d_A084_10,A084,10,"Viral intestinal infection, unspecified",Diagnosis
d_I81_10,I81,10,Portal vein thrombosis,Diagnosis
d_30503_9,30503,9,"Alcohol abuse, in remission",Diagnosis
d_07054_9,07054,9,Chronic hepatitis C without mention of hepatic coma,Diagnosis
d_5531_9,5531,9,Umbilical hernia without mention of obstruction or gangrene,Diagnosis
d_56789_9,56789,9,Other specified peritonitis,Diagnosis
d_K660_10,K660,10,Peritoneal adhesions (postprocedural) (postinfection),Diagnosis
d_D688_10,D688,10,Other specified coagulation defects,Diagnosis
d_K449_10,K449,10,Diaphragmatic hernia without obstruction or gangrene,Diagnosis
d_Z5309_10,Z5309,10,Procedure and treatment not carried out because of other contraindication,Diagnosis
d_I8510_10,I8510,10,Secondary esophageal varices without bleeding,Diagnosis
d_D6959_10,D6959,10,Other secondary thrombocytopenia,Diagnosis
d_B182_10,B182,10,Chronic viral hepatitis C,Diagnosis
d_J811_10,J811,10,Chronic pulmonary edema,Diagnosis
d_K265_10,K265,10,Chronic or unspecified duodenal ulcer with perforation,Diagnosis
d_K209_10,K209,10,"Esophagitis, unspecified",Diagnosis
d_I471_10,I471,10,Supraventricular tachycardia,Diagnosis
d_K255_10,K255,10,Chronic or unspecified gastric ulcer with perforation,Diagnosis
d_Z6824_10,Z6824,10,"Body mass index (BMI) 24.0-24.9, adult",Diagnosis
d_F1011_10,F1011,10,"Alcohol abuse, in remission",Diagnosis
d_K3189_10,K3189,10,Other diseases of stomach and duodenum,Diagnosis
d_Z6820_10,Z6820,10,"Body mass index (BMI) 20.0-20.9, adult",Diagnosis
d_R1084_10,R1084,10,Generalized abdominal pain,Diagnosis
d_M47818_10,M47818,10,"Spondylosis without myelopathy or radiculopathy, sacral and sacrococcygeal region",Diagnosis
d_K56600_10,K56600,10,"Partial intestinal obstruction, unspecified as to cause",Diagnosis
d_B1920_10,B1920,10,Unspecified viral hepatitis C without hepatic coma,Diagnosis
d_04185_9,04185,9,"Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other gram-negative organisms",Diagnosis
d_V453_9,V453,9,Intestinal bypass or anastomosis status,Diagnosis
d_V1551_9,V1551,9,Personal history of traumatic fracture,Diagnosis
d_5680_9,5680,9,Peritoneal adhesions (postoperative) (postinfection),Diagnosis
d_56989_9,56989,9,Other specified disorders of intestine,Diagnosis
d_5720_9,5720,9,Abscess of liver,Diagnosis
d_99749_9,99749,9,Other digestive system complications,Diagnosis
d_E8788_9,E8788,9,"Other specified surgical operations and procedures causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",Diagnosis
d_04119_9,04119,9,"Staphylococcus infection in conditions classified elsewhere and of unspecified site, other staphylococcus",Diagnosis
d_86389_9,86389,9,"Injury to other gastrointestinal sites, without mention of open wound into cavity",Diagnosis
d_E8654_9,E8654,9,Accidental poisoning from other specified plants,Diagnosis
d_V140_9,V140,9,Personal history of allergy to penicillin,Diagnosis
d_4264_9,4264,9,Right bundle branch block,Diagnosis
d_86405_9,86405,9,"Injury to liver without mention of open wound into cavity laceration, unspecified",Diagnosis
d_86401_9,86401,9,"Injury to liver without mention of open wound into cavity, hematoma and contusion",Diagnosis
d_86801_9,86801,9,"Injury to other intra-abdominal organs without mention of open wound into cavity, adrenal gland",Diagnosis
d_72888_9,72888,9,Rhabdomyolysis,Diagnosis
d_80506_9,80506,9,Closed fracture of sixth cervical vertebra,Diagnosis
d_8052_9,8052,9,Closed fracture of dorsal [thoracic] vertebra without mention of spinal cord injury,Diagnosis
d_45829_9,45829,9,Other iatrogenic hypotension,Diagnosis
d_86100_9,86100,9,Unspecified injury of heart without mention of open wound into thorax,Diagnosis
d_83908_9,83908,9,"Closed dislocation, multiple cervical vertebrae",Diagnosis
d_8602_9,8602,9,Traumatic hemothorax without mention of open wound into thorax,Diagnosis
d_6926_9,6926,9,Contact dermatitis and other eczema due to plants [except food],Diagnosis
d_60886_9,60886,9,Edema of male genital organs,Diagnosis
d_48241_9,48241,9,Methicillin susceptible pneumonia due to Staphylococcus aureus,Diagnosis
d_5718_9,5718,9,Other chronic nonalcoholic liver disease,Diagnosis
d_9585_9,9585,9,Traumatic anuria,Diagnosis
d_86121_9,86121,9,Contusion of lung without mention of open wound into thorax,Diagnosis
d_86803_9,86803,9,"Injury to other intra-abdominal organs without mention of open wound into cavity, peritoneum",Diagnosis
d_9584_9,9584,9,Traumatic shock,Diagnosis
d_51851_9,51851,9,Acute respiratory failure following trauma and surgery,Diagnosis
d_5770_9,5770,9,Acute pancreatitis,Diagnosis
d_7837_9,7837,9,Adult failure to thrive,Diagnosis
d_5762_9,5762,9,Obstruction of bile duct,Diagnosis
d_D329_10,D329,10,"Benign neoplasm of meninges, unspecified",Diagnosis
d_R6520_10,R6520,10,Severe sepsis without septic shock,Diagnosis
